[RELA_INVERSE]
3_UTR_of|Has_3_UTR
TTY|CO|expanded_form|Component name (these are hierarchical terms, as opposed to the LOINC component names which are analytes)
TTY|CON|expanded_form|Code name
TTY|CP|expanded_form|ICPC component process (in original form)
TTY|CPR|expanded_form|Concept property
TTY|CR|expanded_form|Concept relationship
TTY|CS|expanded_form|Short component process in ICPC, i.e. include some abbreviations
TTY|CSD|expanded_form|Country subdivision name
TTY|CSN|expanded_form|Chemical Structure Name
TTY|CSY|expanded_form|Code system
TTY|CU|expanded_form|Common usage
TTY|CX|expanded_form|Component, with abbreviations expanded.
TTY|DE|expanded_form|Descriptor
TTY|DEV|expanded_form|Descriptor entry version
TTY|DF|expanded_form|Dose Form
TTY|DFG|expanded_form|Dose Form Group
TTY|DHT|expanded_form|Deprecated hierarchical term
TTY|DI|expanded_form|Disease name
TTY|DN|expanded_form|Display Name
TTY|DP|expanded_form|Drug Product
TTY|DPT|expanded_form|Deprecated preferred term
TTY|DS|expanded_form|Short form of descriptor
TTY|DSV|expanded_form|Descriptor sort version
TTY|DSY|expanded_form|Deprecated synonym
TTY|DT|expanded_form|Definitional term, present in the Metathesaurus because of its connection to a Dorland's definition or to a definition created especially for the Metathesaurus
TTY|EQ|expanded_form|Equivalent name
TTY|ES|expanded_form|Short form of entry term
TTY|ET|expanded_form|Entry term
TTY|ETAL|expanded_form|Entry Term Alias
TTY|EX|expanded_form|Expanded form of entry term
TTY|FBD|expanded_form|Foreign brand name
TTY|FI|expanded_form|Finding name
TTY|FN|expanded_form|Full form of descriptor
TTY|FSY|expanded_form|Foreign Synonym
TTY|GPCK|expanded_form|Generic Drug Delivery Device
TTY|GT|expanded_form|Glossary term
TTY|HC|expanded_form|Hierarchical class
TTY|HD|expanded_form|Hierarchical descriptor
TTY|HG|expanded_form|High Level Group Term
TTY|HS|expanded_form|Short or alternate version of hierarchical term
TTY|HT|expanded_form|Hierarchical term
TTY|HX|expanded_form|Expanded version of short hierarchical term
TTY|IN|expanded_form|Name for an ingredient
TTY|IND|expanded_form|IND code
TTY|IS|expanded_form|Obsolete Synonym
TTY|LA|expanded_form|LOINC answer
TTY|LC|expanded_form|Long common name
TTY|LG|expanded_form|LOINC group
TTY|LLT|expanded_form|Lower Level Term
TTY|LN|expanded_form|LOINC official fully specified name
TTY|LO|expanded_form|Obsolete official fully specified name
TTY|LS|expanded_form|Expanded system/sample type (The expanded version was created for the Metathesaurus and includes the full name of some abbreviations.)
TTY|LV|expanded_form|Lexical variant
TTY|MD|expanded_form|CCS multi-level diagnosis categories
TTY|MH|expanded_form|Main heading
TTY|MIN|expanded_form|name for a multi-ingredient
TTY|MP|expanded_form|Preferred names of modifiers
TTY|MTH_ACR|expanded_form|MTH acronym
TTY|MTH_CN|expanded_form|MTH Component, with abbreviations expanded.
TTY|MTH_ET|expanded_form|Metathesaurus entry term
TTY|MTH_FN|expanded_form|MTH Full form of descriptor
TTY|MTH_HG|expanded_form|MTH High Level Group Term
TTY|MTH_HT|expanded_form|MTH Hierarchical term
TTY|MTH_HX|expanded_form|MTH Hierarchical term expanded
TTY|MTH_IS|expanded_form|Metathesaurus-supplied form of obsolete synonym
TTY|MTH_LLT|expanded_form|MTH Lower Level Term
TTY|MTH_LN|expanded_form|MTH Official fully specified name with expanded abbreviations
TTY|MTH_LO|expanded_form|MTH Expanded LOINC obsolete fully specified name
TTY|MTH_OET|expanded_form|Metathesaurus obsolete entry term
TTY|MTH_OL|expanded_form|MTH Non-current Lower Level Term
TTY|MTH_OP|expanded_form|Metathesaurus obsolete preferred term
TTY|MTH_OS|expanded_form|MTH System Organ Class
TTY|MTH_PT|expanded_form|Metathesaurus preferred term
TTY|MTH_PTGB|expanded_form|Metathesaurus-supplied form of British preferred term
TTY|MTH_RXN_CD|expanded_form|RxNorm Created CD
TTY|MTH_RXN_DP|expanded_form|RxNorm Created DP
TTY|MTH_RXN_RHT|expanded_form|RxNorm Created reference hierarchy term
TTY|MTH_SMQ|expanded_form|Metathesaurus version of Standardised MedDRA Query
TTY|MTH_SY|expanded_form|MTH Designated synonym
TTY|MTH_SYGB|expanded_form|Metathesaurus-supplied form of British synonym
TTY|MV|expanded_form|Multi-level procedure category
TTY|N1|expanded_form|Chemical Abstracts Service Type 1 name of a chemical
TTY|NA|expanded_form|Name aliases
TTY|NM|expanded_form|Name of Supplementary Concept
TTY|NP|expanded_form|Non-preferred term
TTY|NPT|expanded_form|HL7 non-preferred for language term
TTY|NS|expanded_form|Short form of non-preferred term
TTY|NSC|expanded_form|NSC code
TTY|NX|expanded_form|Expanded form of non-preferred term
TTY|OA|expanded_form|Obsolete abbreviation
TTY|OAM|expanded_form|Obsolete Modifier Abbreviation
TTY|ODN|expanded_form|Obsolete Display Name
TTY|OET|expanded_form|Obsolete entry term
TTY|OF|expanded_form|Obsolete fully specified name
TTY|OL|expanded_form|Non-current Lower Level Term
TTY|OLC|expanded_form|Obsolete Long common name
TTY|OLG|expanded_form|Obsolete LOINC group name
TTY|OM|expanded_form|Obsolete modifiers in HCPCS
TTY|ONP|expanded_form|Obsolete non-preferred for language term
TTY|OOSN|expanded_form|Obsolete official short name
TTY|OP|expanded_form|Obsolete preferred name
TTY|ORT|expanded_form|Obsolete related term
TTY|OS|expanded_form|System Organ Class
TTY|OSN|expanded_form|Official short name
TTY|PC|expanded_form|Preferred "trimmed term" in ICPC
TTY|PCE|expanded_form|Preferred entry term for Supplementary Concept
TTY|PEP|expanded_form|Preferred entry term
TTY|PHENO|expanded_form|Phenotype
TTY|PHENO_ET|expanded_form|Phenotype entry term
TTY|PIN|expanded_form|Name from a precise ingredient
TTY|PM|expanded_form|Machine permutation
TTY|PN|expanded_form|Metathesaurus preferred name
TTY|PS|expanded_form|Short forms that needed full specification
TTY|PSC|expanded_form|Protocol selection criteria
TTY|PSN|expanded_form|Prescribable Names
TTY|PT|expanded_form|Designated preferred name
TTY|PTAV|expanded_form|Preferred Allelic Variant
TTY|PTCS|expanded_form|Preferred Clinical Synopsis
TTY|PTGB|expanded_form|British preferred term
TTY|PX|expanded_form|Expanded preferred terms (pair with PS)
TTY|PXQ|expanded_form|Preferred qualifier term
TTY|QAB|expanded_form|Qualifier abbreviation
TTY|QEV|expanded_form|Qualifier entry version
TTY|QSV|expanded_form|Qualifier sort version
TTY|RAB|expanded_form|Root abbreviation
TTY|RHT|expanded_form|Root hierarchical term
TTY|RPT|expanded_form|Root preferred term
TTY|RSY|expanded_form|Root synonym
TTY|RT|expanded_form|Term that is related to, but often considered non-synonymous with, the preferred term
TTY|RXN_PT|expanded_form|Rxnorm Preferred
TTY|SB|expanded_form|Named subset of a source
TTY|SBD|expanded_form|Semantic branded drug
TTY|SBDC|expanded_form|Semantic Branded Drug Component
TTY|SBDF|expanded_form|Semantic branded drug and form
TTY|SBDFP|expanded_form|Semantic branded drug and form with precise ingredient as basis of strength
TTY|SBDG|expanded_form|Semantic branded drug group
TTY|SC|expanded_form|Special Category term
TTY|SCD|expanded_form|Semantic Clinical Drug
TTY|SCDC|expanded_form|Semantic Drug Component
TTY|SCDF|expanded_form|Semantic clinical drug and form
TTY|SCDFP|expanded_form|Semantic clinical drug and form with precise ingredient as basis of strength
TTY|SCDG|expanded_form|Semantic clinical drug group
TTY|SCDGP|expanded_form|Semantic clinical drug group with precise ingredient as basis of strength
TTY|SCN|expanded_form|Scientific name
TTY|SD|expanded_form|CCS single-level diagnosis categories
TTY|SMQ|expanded_form|Standardised MedDRA Query
TTY|SP|expanded_form|CCS single-level procedure categories
TTY|SSN|expanded_form|Source short name, used in the UMLS Knowledge Source Server
TTY|SU|expanded_form|Active Substance
TTY|SY|expanded_form|Designated synonym
TTY|SYGB|expanded_form|British synonym
TTY|SYN|expanded_form|Designated alias
TTY|SYNE|expanded_form|Non-English name
TTY|TMSY|expanded_form|Tall Man synonym
TTY|TQ|expanded_form|Topical qualifier
TTY|UAUN|expanded_form|Unique authority name
TTY|UCN|expanded_form|Unique common name
TTY|UE|expanded_form|Unique equivalent name
TTY|USN|expanded_form|Unique scientific name
TTY|USY|expanded_form|Unique synonym
TTY|VAB|expanded_form|Versioned abbreviation
TTY|VPT|expanded_form|Versioned preferred term
TTY|VS|expanded_form|Value Set
TTY|VSY|expanded_form|Versioned synonym
TTY|XD|expanded_form|Expanded descriptor in AOD
TTY|XM|expanded_form|Cross mapping set
TTY|XQ|expanded_form|Alternate name for a qualifier

[TTY_CLASS]
TTY|AB|tty_class|SY
TTY|AB|tty_class|AB
{
    "abbreviation": "AB",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": true,
    "expandedForm": "Abbreviation in any source vocabulary",
    "hierarchicalType": false,
    "id": 2217,
    "lastModified": 1565093434000,
    "lastModifiedBy": "NCI_2019_07E",
    "nameVariantType": "AB",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": true,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|ACR|tty_class|SY
TTY|ACR|tty_class|AB
{
    "abbreviation": "ACR",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Acronym",
    "hierarchicalType": false,
    "id": 2268,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "AB",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|AD|tty_class|ATTRIBUTE
{
    "abbreviation": "AD",
    "branch": "$",
    "codeVariantType": "ATTRIBUTE",
    "exclude": false,
    "expandedForm": "Adjective",
    "hierarchicalType": false,
    "id": 2218,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|AM|tty_class|ATTRIBUTE
TTY|AM|tty_class|AB
{
    "abbreviation": "AM",
    "branch": "$",
    "codeVariantType": "ATTRIBUTE",
    "exclude": false,
    "expandedForm": "Short form of modifier",
    "hierarchicalType": false,
    "id": 2226,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "AB",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": true,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|AUN|tty_class|SY
{
    "abbreviation": "AUN",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Authority name",
    "hierarchicalType": false,
    "id": 2302,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": true,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|BN|tty_class|PN
{
    "abbreviation": "BN",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Fully-specified drug brand name that can not be prescribed",
    "hierarchicalType": false,
    "id": 2246,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|BPCK|tty_class|PN
{
    "abbreviation": "BPCK",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Branded Drug Delivery Device",
    "hierarchicalType": false,
    "id": 2224,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|BR|tty_class|PN
{
    "abbreviation": "BR",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Binding realm",
    "hierarchicalType": false,
    "id": 2248,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|CA2|tty_class|SY
TTY|CA2|tty_class|AB
{
    "abbreviation": "CA2",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": true,
    "expandedForm": "ISO 3166-1 standard country code in alpha-2 (two-letter) format",
    "hierarchicalType": false,
    "id": 2300,
    "lastModified": 1506706493000,
    "lastModifiedBy": "NCI_2017_07E",
    "nameVariantType": "AB",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|CA3|tty_class|SY
TTY|CA3|tty_class|AB
{
    "abbreviation": "CA3",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": true,
    "expandedForm": "ISO 3166-1 standard country code in alpha-3 (three-letter) format",
    "hierarchicalType": false,
    "id": 2299,
    "lastModified": 1506706493000,
    "lastModifiedBy": "NCI_2017_07E",
    "nameVariantType": "AB",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|CAS|tty_class|SY
{
    "abbreviation": "CAS",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "CAS Registry name",
    "hierarchicalType": false,
    "id": 2322,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|CC|tty_class|PN
{
    "abbreviation": "CC",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Trimmed ICPC component process",
    "hierarchicalType": false,
    "id": 2257,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|CCN|tty_class|SY
{
    "abbreviation": "CCN",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Chemical code name",
    "hierarchicalType": false,
    "id": 2358,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|CCS|tty_class|SY
{
    "abbreviation": "CCS",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "FIPS 10-4 country code",
    "hierarchicalType": false,
    "id": 2360,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|CD|tty_class|PN
{
    "abbreviation": "CD",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Clinical Drug",
    "hierarchicalType": false,
    "id": 2258,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|CDO|tty_class|PN
{
    "abbreviation": "CDO",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Concept domain",
    "hierarchicalType": false,
    "id": 2212,
    "lastModified": 1483228800000,
